2019-10-10 13:14:01,876 | DEBUG | http-nio-8080-exec-1 | org.mybatis.spring.SqlSessionUtils | (Logger.java:49)- Registering transaction synchronization for SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@308ed8e1]
2019-10-10 13:14:01,883 | DEBUG | http-nio-8080-exec-1 | org.mybatis.spring.transaction.SpringManagedTransaction | (Logger.java:49)- JDBC Connection [HikariProxyConnection@469610635 wrapping com.mysql.jdbc.JDBC4Connection@61858e5d] will be managed by Spring
2019-10-10 13:14:01,899 | DEBUG | http-nio-8080-exec-1 | org.mybatis.spring.SqlSessionUtils | (Logger.java:49)- Releasing transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@308ed8e1]
2019-10-10 13:14:01,900 | DEBUG | http-nio-8080-exec-1 | org.mybatis.spring.SqlSessionUtils | (Logger.java:49)- Transaction synchronization committing SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@308ed8e1]
2019-10-10 13:14:01,900 | DEBUG | http-nio-8080-exec-1 | org.mybatis.spring.SqlSessionUtils | (Logger.java:49)- Transaction synchronization deregistering SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@308ed8e1]
2019-10-10 13:14:01,901 | DEBUG | http-nio-8080-exec-1 | org.mybatis.spring.SqlSessionUtils | (Logger.java:49)- Transaction synchronization closing SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@308ed8e1]
2019-10-10 13:21:05,641 | INFO | main | com.car.admin.DemoRestfulApplication | (StartupInfoLogger.java:50)- Starting DemoRestfulApplication on DESKTOP-B06P70C with PID 10404 (E:\fh\restful\target\classes started by pc2 in E:\fh\restful)
2019-10-10 13:21:05,644 | INFO | main | com.car.admin.DemoRestfulApplication | (SpringApplication.java:675)- No active profile set, falling back to default profiles: default
2019-10-10 13:21:06,243 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IMapperLogin.class]
2019-10-10 13:21:06,244 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IMapperUser.class]
2019-10-10 13:21:06,245 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IStudySQLMapper.class]
2019-10-10 13:21:06,246 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\ITheImportDataMapper.class]
2019-10-10 13:21:06,246 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\JyNoticeBeanMapper.class]
2019-10-10 13:21:06,246 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\StudentMapperPlus.class]
2019-10-10 13:21:06,246 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\UserMapper.class]
2019-10-10 13:21:06,249 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IMapperLogin' and 'com.car.admin.mapper.IMapperLogin' mapperInterface
2019-10-10 13:21:06,250 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'IMapperLogin'.
2019-10-10 13:21:06,250 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IMapperUser' and 'com.car.admin.mapper.IMapperUser' mapperInterface
2019-10-10 13:21:06,251 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'IMapperUser'.
2019-10-10 13:21:06,251 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IStudySQLMapper' and 'com.car.admin.mapper.IStudySQLMapper' mapperInterface
2019-10-10 13:21:06,251 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'IStudySQLMapper'.
2019-10-10 13:21:06,251 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'ITheImportDataMapper' and 'com.car.admin.mapper.ITheImportDataMapper' mapperInterface
2019-10-10 13:21:06,251 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'ITheImportDataMapper'.
2019-10-10 13:21:06,251 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'jyNoticeBeanMapper' and 'com.car.admin.mapper.JyNoticeBeanMapper' mapperInterface
2019-10-10 13:21:06,251 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'jyNoticeBeanMapper'.
2019-10-10 13:21:06,251 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'studentMapperPlus' and 'com.car.admin.mapper.StudentMapperPlus' mapperInterface
2019-10-10 13:21:06,251 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'studentMapperPlus'.
2019-10-10 13:21:06,252 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'userMapper' and 'com.car.admin.mapper.UserMapper' mapperInterface
2019-10-10 13:21:06,252 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'userMapper'.
2019-10-10 13:21:06,401 | INFO | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate | (RepositoryConfigurationDelegate.java:244)- Multiple Spring Data modules found, entering strict repository configuration mode!
2019-10-10 13:21:06,403 | INFO | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate | (RepositoryConfigurationDelegate.java:126)- Bootstrapping Spring Data repositories in DEFAULT mode.
2019-10-10 13:21:06,436 | INFO | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate | (RepositoryConfigurationDelegate.java:182)- Finished Spring Data repository scanning in 18ms. Found 0 repository interfaces.
2019-10-10 13:21:06,783 | INFO | main | org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker | (PostProcessorRegistrationDelegate.java:330)- Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$7645af0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-10 13:21:06,879 | INFO | main | org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker | (PostProcessorRegistrationDelegate.java:330)- Bean 'org.springframework.hateoas.config.HateoasConfiguration' of type [org.springframework.hateoas.config.HateoasConfiguration$$EnhancerBySpringCGLIB$$86e4a822] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-10 13:21:07,227 | INFO | main | org.springframework.boot.web.embedded.tomcat.TomcatWebServer | (TomcatWebServer.java:90)- Tomcat initialized with port(s): 8080 (http)
2019-10-10 13:21:07,240 | INFO | main | org.apache.coyote.http11.Http11NioProtocol | (DirectJDKLog.java:173)- Initializing ProtocolHandler ["http-nio-8080"]
2019-10-10 13:21:07,247 | INFO | main | org.apache.catalina.core.StandardService | (DirectJDKLog.java:173)- Starting service [Tomcat]
2019-10-10 13:21:07,248 | INFO | main | org.apache.catalina.core.StandardEngine | (DirectJDKLog.java:173)- Starting Servlet engine: [Apache Tomcat/9.0.17]
2019-10-10 13:21:07,254 | INFO | main | org.apache.catalina.core.AprLifecycleListener | (DirectJDKLog.java:173)- An older version [1.2.14] of the APR based Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.21]
2019-10-10 13:21:07,255 | INFO | main | org.apache.catalina.core.AprLifecycleListener | (DirectJDKLog.java:173)- Loaded APR based Apache Tomcat Native library [1.2.14] using APR version [1.6.2].
2019-10-10 13:21:07,255 | INFO | main | org.apache.catalina.core.AprLifecycleListener | (DirectJDKLog.java:173)- APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2019-10-10 13:21:07,255 | INFO | main | org.apache.catalina.core.AprLifecycleListener | (DirectJDKLog.java:173)- APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2019-10-10 13:21:08,307 | INFO | main | org.apache.catalina.core.AprLifecycleListener | (DirectJDKLog.java:173)- OpenSSL successfully initialized [OpenSSL 1.0.2l  25 May 2017]
2019-10-10 13:21:08,404 | INFO | main | org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] | (DirectJDKLog.java:173)- Initializing Spring embedded WebApplicationContext
2019-10-10 13:21:08,404 | INFO | main | org.springframework.web.context.ContextLoader | (ServletWebServerApplicationContext.java:296)- Root WebApplicationContext: initialization completed in 2730 ms
2019-10-10 13:21:08,697 | INFO | main | com.zaxxer.hikari.HikariDataSource | (HikariDataSource.java:110)- HikariPool-1 - Starting...
2019-10-10 13:21:08,836 | INFO | main | com.zaxxer.hikari.HikariDataSource | (HikariDataSource.java:123)- HikariPool-1 - Start completed.
2019-10-10 13:21:08,843 | DEBUG | main | org.mybatis.spring.SqlSessionFactoryBean | (MybatisSqlSessionFactoryBean.java:645)- Property 'mapperLocations' was not specified or no matching resources found
2019-10-10 13:21:09,498 | INFO | main | org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler | (ExecutorConfigurationSupport.java:171)- Initializing ExecutorService 'taskScheduler'
2019-10-10 13:21:10,145 | INFO | main | springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper | (DocumentationPluginsBootstrapper.java:80)- Context refreshed
2019-10-10 13:21:10,156 | INFO | main | springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper | (DocumentationPluginsBootstrapper.java:83)- Found {0} custom documentation plugin(s)
2019-10-10 13:21:10,163 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:53)- Scanning for api listing references
2019-10-10 13:21:10,165 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method access was access-controller
2019-10-10 13:21:10,167 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:72)- Request mapping: access belongs to groups: [[ResourceGroup{groupName='access-controller', position=0, controller=com.car.admin.swagger.AccessController}]] 
2019-10-10 13:21:10,168 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method test was access-controller
2019-10-10 13:21:10,168 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:72)- Request mapping: test belongs to groups: [[ResourceGroup{groupName='access-controller', position=0, controller=com.car.admin.swagger.AccessController}]] 
2019-10-10 13:21:10,175 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:84)- Created resource listing Path: /default/access-controller Description: access-controller Position: 0
2019-10-10 13:21:10,193 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 13:21:10,193 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache models with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 13:21:10,196 | INFO | main | springfox.documentation.schema.property.ModelPropertiesKeyGenerator | (ModelPropertiesKeyGenerator.java:48)- Cache key generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 13:21:10,197 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache modelProperties with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 13:21:10,222 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 13:21:10,222 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache modelDependencies with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 13:21:10,224 | INFO | main | springfox.documentation.schema.property.ModelPropertiesKeyGenerator | (ModelPropertiesKeyGenerator.java:48)- Cache key generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 13:21:10,224 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache modelProperties with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 13:21:10,226 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.Object(false)
2019-10-10 13:21:10,226 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache models with key java.lang.Object(false)
2019-10-10 13:21:10,226 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.Object(false)
2019-10-10 13:21:10,226 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache modelDependencies with key java.lang.Object(false)
2019-10-10 13:21:10,227 | INFO | main | springfox.documentation.spring.web.OperationsKeyGenerator | (OperationsKeyGenerator.java:51)- Cache key generated: /moerService/access.com.car.admin.swagger.AccessController.access.DefaultGenericTypeNamingStrategy
2019-10-10 13:21:10,227 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache operations with key /moerService/access.com.car.admin.swagger.AccessController.access.DefaultGenericTypeNamingStrategy
2019-10-10 13:21:10,236 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method access was access-controller
2019-10-10 13:21:10,245 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method access was access-controller
2019-10-10 13:21:10,251 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.String(true)
2019-10-10 13:21:10,251 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache models with key java.lang.String(true)
2019-10-10 13:21:10,252 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.String(true)
2019-10-10 13:21:10,252 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache modelDependencies with key java.lang.String(true)
2019-10-10 13:21:10,252 | INFO | main | springfox.documentation.spring.web.OperationsKeyGenerator | (OperationsKeyGenerator.java:51)- Cache key generated: /moerService/test.com.car.admin.swagger.AccessController.test.DefaultGenericTypeNamingStrategy
2019-10-10 13:21:10,252 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache operations with key /moerService/test.com.car.admin.swagger.AccessController.test.DefaultGenericTypeNamingStrategy
2019-10-10 13:21:10,255 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method test was access-controller
2019-10-10 13:21:10,255 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method test was access-controller
2019-10-10 13:21:10,266 | INFO | main | org.apache.coyote.http11.Http11NioProtocol | (DirectJDKLog.java:173)- Starting ProtocolHandler ["http-nio-8080"]
2019-10-10 13:21:10,285 | INFO | main | org.springframework.boot.web.embedded.tomcat.TomcatWebServer | (TomcatWebServer.java:204)- Tomcat started on port(s): 8080 (http) with context path ''
2019-10-10 13:21:10,287 | INFO | main | com.car.admin.DemoRestfulApplication | (StartupInfoLogger.java:59)- Started DemoRestfulApplication in 5.093 seconds (JVM running for 5.926)
2019-10-10 14:16:58,776 | INFO | main | com.car.admin.DemoRestfulApplicationTests | (StartupInfoLogger.java:50)- Starting DemoRestfulApplicationTests on DESKTOP-B06P70C with PID 8296 (started by pc2 in E:\fh\restful)
2019-10-10 14:16:58,777 | INFO | main | com.car.admin.DemoRestfulApplicationTests | (SpringApplication.java:675)- No active profile set, falling back to default profiles: default
2019-10-10 14:16:59,604 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IMapperLogin.class]
2019-10-10 14:16:59,606 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IMapperUser.class]
2019-10-10 14:16:59,606 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\IStudySQLMapper.class]
2019-10-10 14:16:59,606 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\ITheImportDataMapper.class]
2019-10-10 14:16:59,606 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\JyNoticeBeanMapper.class]
2019-10-10 14:16:59,606 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\StudentMapperPlus.class]
2019-10-10 14:16:59,606 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (ClassPathScanningCandidateComponentProvider.java:437)- Identified candidate component class: file [E:\fh\restful\target\classes\com\car\admin\mapper\UserMapper.class]
2019-10-10 14:16:59,608 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IMapperLogin' and 'com.car.admin.mapper.IMapperLogin' mapperInterface
2019-10-10 14:16:59,609 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'IMapperLogin'.
2019-10-10 14:16:59,610 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IMapperUser' and 'com.car.admin.mapper.IMapperUser' mapperInterface
2019-10-10 14:16:59,611 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'IMapperUser'.
2019-10-10 14:16:59,612 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'IStudySQLMapper' and 'com.car.admin.mapper.IStudySQLMapper' mapperInterface
2019-10-10 14:16:59,612 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'IStudySQLMapper'.
2019-10-10 14:16:59,616 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'ITheImportDataMapper' and 'com.car.admin.mapper.ITheImportDataMapper' mapperInterface
2019-10-10 14:16:59,617 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'ITheImportDataMapper'.
2019-10-10 14:16:59,617 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'jyNoticeBeanMapper' and 'com.car.admin.mapper.JyNoticeBeanMapper' mapperInterface
2019-10-10 14:16:59,618 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'jyNoticeBeanMapper'.
2019-10-10 14:16:59,618 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'studentMapperPlus' and 'com.car.admin.mapper.StudentMapperPlus' mapperInterface
2019-10-10 14:16:59,618 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'studentMapperPlus'.
2019-10-10 14:16:59,619 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Creating MapperFactoryBean with name 'userMapper' and 'com.car.admin.mapper.UserMapper' mapperInterface
2019-10-10 14:16:59,619 | DEBUG | main | org.mybatis.spring.mapper.ClassPathMapperScanner | (Logger.java:49)- Enabling autowire by type for MapperFactoryBean with name 'userMapper'.
2019-10-10 14:16:59,773 | INFO | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate | (RepositoryConfigurationDelegate.java:244)- Multiple Spring Data modules found, entering strict repository configuration mode!
2019-10-10 14:16:59,776 | INFO | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate | (RepositoryConfigurationDelegate.java:126)- Bootstrapping Spring Data repositories in DEFAULT mode.
2019-10-10 14:16:59,833 | INFO | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate | (RepositoryConfigurationDelegate.java:182)- Finished Spring Data repository scanning in 40ms. Found 0 repository interfaces.
2019-10-10 14:17:00,331 | INFO | main | org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker | (PostProcessorRegistrationDelegate.java:330)- Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$16ccb6aa] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-10 14:17:00,482 | INFO | main | org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker | (PostProcessorRegistrationDelegate.java:330)- Bean 'org.springframework.hateoas.config.HateoasConfiguration' of type [org.springframework.hateoas.config.HateoasConfiguration$$EnhancerBySpringCGLIB$$964d03dc] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-10 14:17:00,993 | INFO | main | com.zaxxer.hikari.HikariDataSource | (HikariDataSource.java:110)- HikariPool-1 - Starting...
2019-10-10 14:17:01,183 | INFO | main | com.zaxxer.hikari.HikariDataSource | (HikariDataSource.java:123)- HikariPool-1 - Start completed.
2019-10-10 14:17:01,195 | DEBUG | main | org.mybatis.spring.SqlSessionFactoryBean | (MybatisSqlSessionFactoryBean.java:645)- Property 'mapperLocations' was not specified or no matching resources found
2019-10-10 14:17:02,319 | INFO | main | org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler | (ExecutorConfigurationSupport.java:171)- Initializing ExecutorService 'taskScheduler'
2019-10-10 14:17:03,583 | INFO | main | springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper | (DocumentationPluginsBootstrapper.java:80)- Context refreshed
2019-10-10 14:17:03,601 | INFO | main | springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper | (DocumentationPluginsBootstrapper.java:83)- Found {0} custom documentation plugin(s)
2019-10-10 14:17:03,609 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:53)- Scanning for api listing references
2019-10-10 14:17:03,614 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method access was access-controller
2019-10-10 14:17:03,616 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:72)- Request mapping: access belongs to groups: [[ResourceGroup{groupName='access-controller', position=0, controller=com.car.admin.swagger.AccessController}]] 
2019-10-10 14:17:03,617 | INFO | main | springfox.documentation.swagger.web.ClassOrApiAnnotationResourceGrouping | (ClassOrApiAnnotationResourceGrouping.java:100)- Group for method test was access-controller
2019-10-10 14:17:03,617 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:72)- Request mapping: test belongs to groups: [[ResourceGroup{groupName='access-controller', position=0, controller=com.car.admin.swagger.AccessController}]] 
2019-10-10 14:17:03,625 | INFO | main | springfox.documentation.spring.web.scanners.ApiListingReferenceScanner | (ApiListingReferenceScanner.java:84)- Created resource listing Path: /default/access-controller Description: access-controller Position: 0
2019-10-10 14:17:03,645 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 14:17:03,645 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache models with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 14:17:03,650 | INFO | main | springfox.documentation.schema.property.ModelPropertiesKeyGenerator | (ModelPropertiesKeyGenerator.java:48)- Cache key generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 14:17:03,650 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache modelProperties with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 14:17:03,677 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 14:17:03,677 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache modelDependencies with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 14:17:03,680 | INFO | main | springfox.documentation.schema.property.ModelPropertiesKeyGenerator | (ModelPropertiesKeyGenerator.java:48)- Cache key generated: com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 14:17:03,680 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:68)- Caching aspect applied for cache modelProperties with key com.car.admin.ServerEnums.ResponseResult(true)
2019-10-10 14:17:03,682 | INFO | main | springfox.documentation.schema.ModelContextKeyGenerator | (ModelContextKeyGenerator.java:46)- Cache Key Generated: java.lang.Object(false)
2019-10-10 14:17:03,682 | INFO | main | springfox.documentation.spring.web.caching.CachingAspect | (CachingAspect.java:79)- Caching aspect applied for cache models with key java.lang.Object(false)
